 23.30	3471311	3471311	U	0	unclassified
 76.70	11428604	53801	R	1	root
 57.95	8634555	41938	R1	131567	  cellular organisms
 56.48	8415340	0	D	2759	    Eukaryota
 56.48	8415340	0	D1	33154	      Opisthokonta
 56.48	8415340	0	K	33208	        Metazoa
 56.48	8415340	0	K1	6072	          Eumetazoa
 56.48	8415340	0	K2	33213	            Bilateria
 56.48	8415340	0	K3	33511	              Deuterostomia
 56.48	8415340	0	P	7711	                Chordata
 56.48	8415340	0	P1	89593	                  Craniata
 56.48	8415340	0	P2	7742	                    Vertebrata
 56.48	8415340	0	P3	7776	                      Gnathostomata
 56.48	8415340	0	P4	117570	                        Teleostomi
 56.48	8415340	0	P5	117571	                          Euteleostomi
 56.48	8415340	0	P6	8287	                            Sarcopterygii
 56.48	8415340	0	P7	1338369	                              Dipnotetrapodomorpha
 56.48	8415340	0	P8	32523	                                Tetrapoda
 56.48	8415340	0	P9	32524	                                  Amniota
 56.48	8415340	0	C	40674	                                    Mammalia
 56.48	8415340	0	C1	32525	                                      Theria
 56.48	8415340	0	C2	9347	                                        Eutheria
 56.48	8415340	0	C3	1437010	                                          Boreoeutheria
 56.48	8415340	0	C4	314146	                                            Euarchontoglires
 56.48	8415340	0	O	9443	                                              Primates
 56.48	8415340	0	O1	376913	                                                Haplorrhini
 56.48	8415340	0	O2	314293	                                                  Simiiformes
 56.48	8415340	0	O3	9526	                                                    Catarrhini
 56.48	8415340	0	O4	314295	                                                      Hominoidea
 56.48	8415340	0	F	9604	                                                        Hominidae
 56.48	8415340	0	F1	207598	                                                          Homininae
 56.48	8415340	0	G	9605	                                                            Homo
 56.48	8415340	8415340	S	9606	                                                              Homo sapiens
  1.18	175731	17741	D	2	    Bacteria
  0.71	106198	8683	D1	1783272	      Terrabacteria group
  0.50	74025	36	P	201174	        Actinobacteria
  0.49	72736	952	C	1760	          Actinomycetia
  0.32	47495	88	O	85007	            Corynebacteriales
  0.30	44991	97	F	1762	              Mycobacteriaceae
  0.30	44152	150	G	1763	                Mycobacterium
  0.29	42727	8	G1	77643	                  Mycobacterium tuberculosis complex
  0.29	42709	42706	S	78331	                    Mycobacterium canettii
  0.01	1128	0	F	1653	              Corynebacteriaceae
  0.01	1128	137	G	1716	                Corynebacterium
  0.01	853	4	F	85025	              Nocardiaceae
  0.07	9898	0	O	85011	            Streptomycetales
  0.07	9898	13	F	2062	              Streptomycetaceae
  0.06	9403	1273	G	1883	                Streptomyces
  0.02	3301	331	G1	2593676	                  unclassified Streptomyces
  0.04	5348	63	O	85006	            Micrococcales
  0.01	1949	45	F	1268	              Micrococcaceae
  0.01	1839	42	F	85023	              Microbacteriaceae
  0.02	3535	2	O	85009	            Propionibacteriales
  0.02	2760	35	F	31957	              Propionibacteriaceae
  0.01	1908	132	G	1912216	                Cutibacterium
  0.01	1704	1673	S	1747	                  Cutibacterium acnes
  0.01	1667	0	O	85008	            Micromonosporales
  0.01	1667	14	F	28056	              Micromonosporaceae
  0.01	895	184	G	1873	                Micromonospora
  0.01	1440	0	O	85010	            Pseudonocardiales
  0.01	1440	6	F	2070	              Pseudonocardiaceae
  0.01	986	3	O	85012	            Streptosporangiales
  0.01	922	4	C	1497346	          Thermoleophilia
  0.01	892	3	O	588673	            Solirubrobacterales
  0.01	837	0	F	320583	              Conexibacteraceae
  0.01	837	0	G	191494	                Conexibacter
  0.01	797	0	S	191495	                  Conexibacter woesei
  0.01	797	797	S1	469383	                    Conexibacter woesei DSM 14684
  0.14	20920	77	P	1239	        Firmicutes
  0.12	17776	61	C	91061	          Bacilli
  0.10	14843	69	O	1385	            Bacillales
  0.08	11562	75	F	186817	              Bacillaceae
  0.07	9722	13	G	2800373	                Priestia
  0.06	9677	9672	S	1404	                  Priestia megaterium
  0.01	924	166	G	1386	                Bacillus
  0.01	2130	10	F	90964	              Staphylococcaceae
  0.01	1978	135	G	1279	                Staphylococcus
  0.01	857	857	S	29382	                  Staphylococcus cohnii
  0.02	2872	61	O	186826	            Lactobacillales
  0.01	1767	10	F	1300	              Streptococcaceae
  0.01	1639	539	G	1301	                Streptococcus
  0.02	2600	7	C	186801	          Clostridia
  0.02	2356	14	O	186802	            Eubacteriales
  0.01	1255	0	F	31979	              Clostridiaceae
  0.01	1102	132	G	1485	                Clostridium
  0.01	1312	0	D2	1798711	        Cyanobacteria/Melainabacteria group
  0.01	1312	69	P	1117	          Cyanobacteria
  0.30	44650	808	P	1224	      Proteobacteria
  0.13	19386	267	C	1236	        Gammaproteobacteria
  0.04	5394	2	O	72274	          Pseudomonadales
  0.04	5345	135	F	135621	            Pseudomonadaceae
  0.03	4166	1101	G	286	              Pseudomonas
  0.01	1150	10	G1	136843	                Pseudomonas fluorescens group
  0.01	889	94	G1	196821	                unclassified Pseudomonas
  0.01	982	13	G	2901164	              Stutzerimonas
  0.01	967	137	G1	136846	                Stutzerimonas stutzeri group
  0.01	796	19	G2	578833	                  Stutzerimonas stutzeri subgroup
  0.01	777	716	S	316	                    Stutzerimonas stutzeri
  0.04	5377	240	O	91347	          Enterobacterales
  0.03	3817	135	F	543	            Enterobacteriaceae
  0.02	2517	14	G	561	              Escherichia
  0.02	2462	2454	S	562	                Escherichia coli
  0.02	2428	0	O	2887326	          Moraxellales
  0.02	2428	17	F	468	            Moraxellaceae
  0.01	2136	842	G	469	              Acinetobacter
  0.01	1869	7	O	135614	          Xanthomonadales
  0.01	1719	37	F	32033	            Xanthomonadaceae
