#CHROM	POS	data/snvs/sample29.bam
MF319186.1	1	0
MF319186.1	2	0
MF319186.1	3	0
MF319186.1	4	0
MF319186.1	5	0
MF319186.1	6	0
MF319186.1	7	0
MF319186.1	8	0
MF319186.1	9	0
MF319186.1	10	0
MF319186.1	11	0
MF319186.1	12	0
MF319186.1	13	0
MF319186.1	14	0
MF319186.1	15	0
MF319186.1	16	0
MF319186.1	17	0
MF319186.1	18	0
MF319186.1	19	0
MF319186.1	20	0
MF319186.1	21	0
MF319186.1	22	0
MF319186.1	23	0
MF319186.1	24	0
MF319186.1	25	0
MF319186.1	26	0
MF319186.1	27	0
MF319186.1	28	0
MF319186.1	29	0
MF319186.1	30	0
MF319186.1	31	0
MF319186.1	32	0
MF319186.1	33	0
MF319186.1	34	0
MF319186.1	35	0
MF319186.1	36	0
MF319186.1	37	0
MF319186.1	38	0
MF319186.1	39	0
MF319186.1	40	0
MF319186.1	41	0
MF319186.1	42	0
MF319186.1	43	0
MF319186.1	44	0
MF319186.1	45	0
MF319186.1	46	0
MF319186.1	47	0
MF319186.1	48	0
MF319186.1	49	0
MF319186.1	50	0
MF319186.1	51	0
MF319186.1	52	0
MF319186.1	53	0
MF319186.1	54	0
MF319186.1	55	0
MF319186.1	56	0
MF319186.1	57	0
MF319186.1	58	0
MF319186.1	59	0
MF319186.1	60	0
MF319186.1	61	0
MF319186.1	62	0
MF319186.1	63	0
MF319186.1	64	0
MF319186.1	65	0
MF319186.1	66	0
MF319186.1	67	0
MF319186.1	68	0
MF319186.1	69	0
MF319186.1	70	0
MF319186.1	71	0
MF319186.1	72	0
MF319186.1	73	0
MF319186.1	74	0
MF319186.1	75	0
MF319186.1	76	0
MF319186.1	77	0
MF319186.1	78	0
MF319186.1	79	0
MF319186.1	80	0
MF319186.1	81	0
MF319186.1	82	0
MF319186.1	83	0
MF319186.1	84	1
MF319186.1	85	1
MF319186.1	86	1
MF319186.1	87	1
MF319186.1	88	1
MF319186.1	89	1
MF319186.1	90	1
MF319186.1	91	1
MF319186.1	92	1
MF319186.1	93	1
MF319186.1	94	1
MF319186.1	95	1
MF319186.1	96	1
MF319186.1	97	1
MF319186.1	98	1
MF319186.1	99	1
MF319186.1	100	2
MF319186.1	101	2
MF319186.1	102	2
MF319186.1	103	2
MF319186.1	104	2
MF319186.1	105	2
MF319186.1	106	2
MF319186.1	107	2
MF319186.1	108	2
MF319186.1	109	2
MF319186.1	110	2
MF319186.1	111	2
MF319186.1	112	2
MF319186.1	113	2
MF319186.1	114	2
MF319186.1	115	2
MF319186.1	116	2
MF319186.1	117	2
MF319186.1	118	2
MF319186.1	119	2
MF319186.1	120	2
MF319186.1	121	2
MF319186.1	122	2
MF319186.1	123	2
MF319186.1	124	2
MF319186.1	125	2
MF319186.1	126	2
MF319186.1	127	2
MF319186.1	128	2
MF319186.1	129	2
MF319186.1	130	2
MF319186.1	131	2
MF319186.1	132	2
MF319186.1	133	2
MF319186.1	134	2
MF319186.1	135	2
MF319186.1	136	2
MF319186.1	137	2
MF319186.1	138	2
MF319186.1	139	2
MF319186.1	140	2
MF319186.1	141	2
MF319186.1	142	2
MF319186.1	143	2
MF319186.1	144	2
MF319186.1	145	2
MF319186.1	146	2
MF319186.1	147	2
MF319186.1	148	2
MF319186.1	149	4
MF319186.1	150	4
MF319186.1	151	4
MF319186.1	152	4
MF319186.1	153	4
MF319186.1	154	4
MF319186.1	155	4
MF319186.1	156	4
MF319186.1	157	4
MF319186.1	158	4
MF319186.1	159	3
MF319186.1	160	3
MF319186.1	161	3
MF319186.1	162	3
MF319186.1	163	3
MF319186.1	164	3
MF319186.1	165	3
MF319186.1	166	3
MF319186.1	167	3
MF319186.1	168	3
MF319186.1	169	3
MF319186.1	170	3
MF319186.1	171	3
MF319186.1	172	3
MF319186.1	173	3
MF319186.1	174	3
MF319186.1	175	2
MF319186.1	176	2
MF319186.1	177	2
MF319186.1	178	2
MF319186.1	179	2
MF319186.1	180	2
MF319186.1	181	2
MF319186.1	182	2
MF319186.1	183	2
MF319186.1	184	2
MF319186.1	185	2
MF319186.1	186	2
MF319186.1	187	2
MF319186.1	188	2
MF319186.1	189	2
MF319186.1	190	2
MF319186.1	191	2
MF319186.1	192	2
MF319186.1	193	3
MF319186.1	194	3
MF319186.1	195	3
MF319186.1	196	3
MF319186.1	197	3
MF319186.1	198	3
MF319186.1	199	3
MF319186.1	200	3
MF319186.1	201	3
MF319186.1	202	3
MF319186.1	203	3
MF319186.1	204	3
MF319186.1	205	3
MF319186.1	206	3
MF319186.1	207	3
MF319186.1	208	3
MF319186.1	209	3
MF319186.1	210	3
MF319186.1	211	3
MF319186.1	212	3
MF319186.1	213	3
MF319186.1	214	3
MF319186.1	215	3
MF319186.1	216	3
MF319186.1	217	3
MF319186.1	218	3
MF319186.1	219	3
MF319186.1	220	3
MF319186.1	221	3
MF319186.1	222	3
MF319186.1	223	3
MF319186.1	224	1
MF319186.1	225	1
MF319186.1	226	1
MF319186.1	227	1
MF319186.1	228	1
MF319186.1	229	1
MF319186.1	230	1
MF319186.1	231	1
MF319186.1	232	1
MF319186.1	233	1
MF319186.1	234	1
MF319186.1	235	1
MF319186.1	236	1
MF319186.1	237	1
MF319186.1	238	1
MF319186.1	239	1
MF319186.1	240	1
MF319186.1	241	1
MF319186.1	242	1
MF319186.1	243	1
MF319186.1	244	2
MF319186.1	245	2
MF319186.1	246	2
MF319186.1	247	2
MF319186.1	248	2
MF319186.1	249	2
MF319186.1	250	2
MF319186.1	251	2
MF319186.1	252	2
MF319186.1	253	2
MF319186.1	254	2
MF319186.1	255	2
MF319186.1	256	2
MF319186.1	257	2
MF319186.1	258	2
MF319186.1	259	2
MF319186.1	260	2
MF319186.1	261	2
MF319186.1	262	2
MF319186.1	263	2
MF319186.1	264	2
MF319186.1	265	2
MF319186.1	266	2
MF319186.1	267	2
MF319186.1	268	1
MF319186.1	269	1
MF319186.1	270	1
MF319186.1	271	1
MF319186.1	272	1
MF319186.1	273	1
MF319186.1	274	1
MF319186.1	275	1
MF319186.1	276	1
MF319186.1	277	1
MF319186.1	278	1
MF319186.1	279	1
MF319186.1	280	1
MF319186.1	281	1
MF319186.1	282	1
MF319186.1	283	1
MF319186.1	284	1
MF319186.1	285	1
MF319186.1	286	2
MF319186.1	287	2
MF319186.1	288	2
MF319186.1	289	2
MF319186.1	290	2
MF319186.1	291	2
MF319186.1	292	2
MF319186.1	293	2
MF319186.1	294	2
MF319186.1	295	2
MF319186.1	296	2
MF319186.1	297	2
MF319186.1	298	2
MF319186.1	299	2
MF319186.1	300	2
MF319186.1	301	2
MF319186.1	302	2
MF319186.1	303	2
MF319186.1	304	2
MF319186.1	305	2
MF319186.1	306	2
MF319186.1	307	2
MF319186.1	308	2
MF319186.1	309	2
MF319186.1	310	2
MF319186.1	311	2
MF319186.1	312	2
MF319186.1	313	3
MF319186.1	314	3
MF319186.1	315	5
MF319186.1	316	5
MF319186.1	317	5
MF319186.1	318	5
MF319186.1	319	4
MF319186.1	320	4
MF319186.1	321	4
MF319186.1	322	4
MF319186.1	323	4
MF319186.1	324	4
MF319186.1	325	4
MF319186.1	326	4
MF319186.1	327	4
MF319186.1	328	4
MF319186.1	329	5
MF319186.1	330	5
MF319186.1	331	5
MF319186.1	332	5
MF319186.1	333	5
MF319186.1	334	5
MF319186.1	335	5
MF319186.1	336	5
MF319186.1	337	5
MF319186.1	338	5
MF319186.1	339	5
MF319186.1	340	6
MF319186.1	341	6
MF319186.1	342	6
MF319186.1	343	6
MF319186.1	344	6
MF319186.1	345	6
MF319186.1	346	6
MF319186.1	347	6
MF319186.1	348	6
MF319186.1	349	6
MF319186.1	350	6
MF319186.1	351	6
MF319186.1	352	6
MF319186.1	353	6
MF319186.1	354	6
MF319186.1	355	6
MF319186.1	356	7
MF319186.1	357	7
MF319186.1	358	7
MF319186.1	359	7
MF319186.1	360	7
MF319186.1	361	6
MF319186.1	362	6
MF319186.1	363	6
MF319186.1	364	6
MF319186.1	365	6
MF319186.1	366	7
MF319186.1	367	7
MF319186.1	368	7
MF319186.1	369	7
MF319186.1	370	7
MF319186.1	371	7
MF319186.1	372	7
MF319186.1	373	7
MF319186.1	374	7
MF319186.1	375	7
MF319186.1	376	7
MF319186.1	377	7
MF319186.1	378	7
MF319186.1	379	7
MF319186.1	380	7
MF319186.1	381	7
MF319186.1	382	7
MF319186.1	383	7
MF319186.1	384	7
MF319186.1	385	7
MF319186.1	386	7
MF319186.1	387	7
MF319186.1	388	6
MF319186.1	389	6
MF319186.1	390	4
MF319186.1	391	4
