 11.94	2664136	2664136	U	0	unclassified
 88.06	19654286	1637244	R	1	root
 69.64	15543419	60534	R1	131567	  cellular organisms
 62.76	14006155	0	D	2759	    Eukaryota
 62.76	14006155	0	D1	33154	      Opisthokonta
 62.76	14006155	0	K	33208	        Metazoa
 62.76	14006155	0	K1	6072	          Eumetazoa
 62.76	14006155	0	K2	33213	            Bilateria
 62.76	14006155	0	K3	33511	              Deuterostomia
 62.76	14006155	0	P	7711	                Chordata
 62.76	14006155	0	P1	89593	                  Craniata
 62.76	14006155	0	P2	7742	                    Vertebrata
 62.76	14006155	0	P3	7776	                      Gnathostomata
 62.76	14006155	0	P4	117570	                        Teleostomi
 62.76	14006155	0	P5	117571	                          Euteleostomi
 62.76	14006155	0	P6	8287	                            Sarcopterygii
 62.76	14006155	0	P7	1338369	                              Dipnotetrapodomorpha
 62.76	14006155	0	P8	32523	                                Tetrapoda
 62.76	14006155	0	P9	32524	                                  Amniota
 62.76	14006155	0	C	40674	                                    Mammalia
 62.76	14006155	0	C1	32525	                                      Theria
 62.76	14006155	0	C2	9347	                                        Eutheria
 62.76	14006155	0	C3	1437010	                                          Boreoeutheria
 62.76	14006155	0	C4	314146	                                            Euarchontoglires
 62.76	14006155	0	O	9443	                                              Primates
 62.76	14006155	0	O1	376913	                                                Haplorrhini
 62.76	14006155	0	O2	314293	                                                  Simiiformes
 62.76	14006155	0	O3	9526	                                                    Catarrhini
 62.76	14006155	0	O4	314295	                                                      Hominoidea
 62.76	14006155	0	F	9604	                                                        Hominidae
 62.76	14006155	0	F1	207598	                                                          Homininae
 62.76	14006155	0	G	9605	                                                            Homo
 62.76	14006155	14006155	S	9606	                                                              Homo sapiens
  6.61	1475764	52154	D	2	    Bacteria
  3.45	769869	4398	D1	1783272	      Terrabacteria group
  1.88	420521	2131	P	1239	        Firmicutes
  1.47	328434	109	C	91061	          Bacilli
  1.46	325624	262	O	1385	            Bacillales
  1.43	318716	8	F	90964	              Staphylococcaceae
  1.43	318573	146	G	1279	                Staphylococcus
  1.42	317154	317154	S	29382	                  Staphylococcus cohnii
  0.02	5191	552	F	186817	              Bacillaceae
  0.01	3048	12	G	2800373	                Priestia
  0.01	2998	2993	S	1404	                  Priestia megaterium
  0.01	2701	47	O	186826	            Lactobacillales
  0.01	1310	52	F	33958	              Lactobacillaceae
  0.36	79806	209	C	186801	          Clostridia
  0.35	79096	11556	O	186802	            Eubacteriales
  0.15	33223	7085	F	186803	              Lachnospiraceae
  0.05	10110	3033	G	572511	                Blautia
  0.01	2821	1267	S	40520	                  Blautia obeum
  0.01	1952	0	S	418240	                  Blautia wexlerae
  0.01	1952	1952	S1	1121115	                    Blautia wexlerae DSM 19850
  0.01	3013	31	G	1506553	                Lachnoclostridium
  0.01	2435	2435	S	29347	                  [Clostridium] scindens
  0.01	3006	148	G	2719313	                Enterocloster
  0.01	1930	1930	S	208479	                  Enterocloster bolteae
  0.01	1972	113	G	2316020	                Mediterraneibacter
  0.01	1253	0	S	46228	                  [Ruminococcus] lactaris
  0.01	1253	1253	S1	471875	                    [Ruminococcus] lactaris ATCC 29176
  0.09	19747	2036	F	216572	              Oscillospiraceae
  0.03	6833	4889	G	216851	                Faecalibacterium
  0.01	2729	0	G	946234	                Flavonifractor
  0.01	2729	2729	S	292800	                  Flavonifractor plautii
  0.01	2065	0	G	1905344	                Ruthenibacterium
  0.01	2065	2065	S	1550024	                  Ruthenibacterium lactatiformans
  0.01	1591	299	G	1263	                Ruminococcus
  0.01	1299	277	G	2892396	                Vescimonas
  0.04	8396	119	F	31979	              Clostridiaceae
  0.02	4351	294	G	1485	                Clostridium
  0.01	1765	1	G1	2614128	                  unclassified Clostridium
  0.02	3784	0	G	1649459	                Hungatella
  0.02	3784	3384	S	154046	                  Hungatella hathewayi
  0.01	3289	11	O1	538999	              Eubacteriales incertae sedis
  0.01	2043	0	G	1918454	                Flintibacter
  0.01	2043	0	G1	2610894	                  unclassified Flintibacter
  0.01	2043	2043	S	2610895	                    Flintibacter sp. KGMB00164
  0.03	6883	0	C	526524	          Erysipelotrichia
  0.03	6883	6	O	526525	            Erysipelotrichales
  0.02	5569	0	F	2810281	              Turicibacteraceae
  0.02	5569	2942	G	191303	                Turicibacter
  0.01	1450	0	G1	2638206	                  unclassified Turicibacter
  0.01	1447	1447	S	2806443	                    Turicibacter sp. TJ11
  0.01	1263	211	F	128827	              Erysipelotrichaceae
  0.01	2979	10	C	909932	          Negativicutes
  0.01	2738	0	O	1843488	            Acidaminococcales
  0.01	2738	33	F	909930	              Acidaminococcaceae
  0.01	2373	32	G	33024	                Phascolarctobacterium
  0.01	2341	2341	S	33025	                  Phascolarctobacterium faecium
  1.54	342975	45	P	201174	        Actinobacteria
  1.53	341605	488	C	1760	          Actinomycetia
  1.48	329784	19	O	85007	            Corynebacteriales
  1.47	328423	58	F	1762	              Mycobacteriaceae
  1.47	328062	27	G	1763	                Mycobacterium
  1.47	327604	2	G1	77643	                  Mycobacterium tuberculosis complex
  1.47	327601	327601	S	78331	                    Mycobacterium canettii
  0.01	3006	2	O	85009	            Propionibacteriales
  0.01	2340	8	F	31957	              Propionibacteriaceae
