 28.14	3102786	3102786	U	0	unclassified
 71.86	7924976	96961	R	1	root
 70.54	7778749	23775	R1	131567	  cellular organisms
 69.16	7626473	0	D	2759	    Eukaryota
 69.16	7626473	0	D1	33154	      Opisthokonta
 69.16	7626473	0	K	33208	        Metazoa
 69.16	7626473	0	K1	6072	          Eumetazoa
 69.16	7626473	0	K2	33213	            Bilateria
 69.16	7626473	0	K3	33511	              Deuterostomia
 69.16	7626473	0	P	7711	                Chordata
 69.16	7626473	0	P1	89593	                  Craniata
 69.16	7626473	0	P2	7742	                    Vertebrata
 69.16	7626473	0	P3	7776	                      Gnathostomata
 69.16	7626473	0	P4	117570	                        Teleostomi
 69.16	7626473	0	P5	117571	                          Euteleostomi
 69.16	7626473	0	P6	8287	                            Sarcopterygii
 69.16	7626473	0	P7	1338369	                              Dipnotetrapodomorpha
 69.16	7626473	0	P8	32523	                                Tetrapoda
 69.16	7626473	0	P9	32524	                                  Amniota
 69.16	7626473	0	C	40674	                                    Mammalia
 69.16	7626473	0	C1	32525	                                      Theria
 69.16	7626473	0	C2	9347	                                        Eutheria
 69.16	7626473	0	C3	1437010	                                          Boreoeutheria
 69.16	7626473	0	C4	314146	                                            Euarchontoglires
 69.16	7626473	0	O	9443	                                              Primates
 69.16	7626473	0	O1	376913	                                                Haplorrhini
 69.16	7626473	0	O2	314293	                                                  Simiiformes
 69.16	7626473	0	O3	9526	                                                    Catarrhini
 69.16	7626473	0	O4	314295	                                                      Hominoidea
 69.16	7626473	0	F	9604	                                                        Hominidae
 69.16	7626473	0	F1	207598	                                                          Homininae
 69.16	7626473	0	G	9605	                                                            Homo
 69.16	7626473	7626473	S	9606	                                                              Homo sapiens
  1.15	127238	3806	D	2	    Bacteria
  0.63	69846	1266	D1	1783272	      Terrabacteria group
  0.37	40564	45	P	201174	        Actinobacteria
  0.36	39720	1303	C	1760	          Actinomycetia
  0.10	11397	112	O	85007	            Corynebacteriales
  0.08	8566	50	F	1762	              Mycobacteriaceae
  0.07	7882	32	G	1763	                Mycobacterium
  0.06	6996	3	G1	77643	                  Mycobacterium tuberculosis complex
  0.06	6991	6991	S	78331	                    Mycobacterium canettii
  0.01	1439	0	F	1653	              Corynebacteriaceae
  0.01	1439	236	G	1716	                Corynebacterium
  0.01	850	13	F	85025	              Nocardiaceae
  0.08	8743	0	O	85011	            Streptomycetales
  0.08	8743	27	F	2062	              Streptomycetaceae
  0.08	8298	1155	G	1883	                Streptomyces
  0.02	2491	240	G1	2593676	                  unclassified Streptomyces
  0.01	617	4	G1	629295	                  Streptomyces griseus group
  0.01	569	0	G2	1482601	                    Streptomyces microflavus subgroup
  0.01	569	3	S	1919	                      Streptomyces microflavus
  0.01	566	566	S1	1303692	                        Streptomyces fulvissimus DSM 40593
  0.07	8204	169	O	85006	            Micrococcales
  0.04	4931	107	F	1268	              Micrococcaceae
  0.03	3462	136	G	32207	                Rothia
  0.01	1313	1095	S	2047	                  Rothia dentocariosa
  0.01	1251	1251	S	37923	                  Rothia kristinae
  0.01	595	595	S	169480	                  Rothia amarae
  0.01	1426	61	F	85023	              Microbacteriaceae
  0.04	4446	37	O	85009	            Propionibacteriales
  0.03	3583	69	F	31957	              Propionibacteriaceae
  0.02	2385	126	G	1912216	                Cutibacterium
  0.02	2166	2134	S	1747	                  Cutibacterium acnes
  0.01	608	6	G	2801844	                Arachnia
