 25.97	3287579	3287579	U	0	unclassified
 74.03	9370291	33638	R	1	root
 73.62	9318760	32677	R1	131567	  cellular organisms
 72.77	9210590	0	D	2759	    Eukaryota
 72.77	9210590	0	D1	33154	      Opisthokonta
 72.77	9210590	0	K	33208	        Metazoa
 72.77	9210590	0	K1	6072	          Eumetazoa
 72.77	9210590	0	K2	33213	            Bilateria
 72.77	9210590	0	K3	33511	              Deuterostomia
 72.77	9210590	0	P	7711	                Chordata
 72.77	9210590	0	P1	89593	                  Craniata
 72.77	9210590	0	P2	7742	                    Vertebrata
 72.77	9210590	0	P3	7776	                      Gnathostomata
 72.77	9210590	0	P4	117570	                        Teleostomi
 72.77	9210590	0	P5	117571	                          Euteleostomi
 72.77	9210590	0	P6	8287	                            Sarcopterygii
 72.77	9210590	0	P7	1338369	                              Dipnotetrapodomorpha
 72.77	9210590	0	P8	32523	                                Tetrapoda
 72.77	9210590	0	P9	32524	                                  Amniota
 72.77	9210590	0	C	40674	                                    Mammalia
 72.77	9210590	0	C1	32525	                                      Theria
 72.77	9210590	0	C2	9347	                                        Eutheria
 72.77	9210590	0	C3	1437010	                                          Boreoeutheria
 72.77	9210590	0	C4	314146	                                            Euarchontoglires
 72.77	9210590	0	O	9443	                                              Primates
 72.77	9210590	0	O1	376913	                                                Haplorrhini
 72.77	9210590	0	O2	314293	                                                  Simiiformes
 72.77	9210590	0	O3	9526	                                                    Catarrhini
 72.77	9210590	0	O4	314295	                                                      Hominoidea
 72.77	9210590	0	F	9604	                                                        Hominidae
 72.77	9210590	0	F1	207598	                                                          Homininae
 72.77	9210590	0	G	9605	                                                            Homo
 72.77	9210590	9210590	S	9606	                                                              Homo sapiens
  0.59	74687	3060	D	2	    Bacteria
  0.30	38151	271	D1	1783272	      Terrabacteria group
  0.18	22862	18	P	201174	        Actinobacteria
  0.18	22191	564	C	1760	          Actinomycetia
  0.05	6773	0	O	85011	            Streptomycetales
  0.05	6773	14	F	2062	              Streptomycetaceae
  0.05	6327	765	G	1883	                Streptomyces
  0.02	2078	155	G1	2593676	                  unclassified Streptomyces
  0.04	5315	70	O	85007	            Corynebacteriales
  0.03	4128	42	F	1762	              Mycobacteriaceae
  0.03	3691	24	G	1763	                Mycobacterium
  0.03	3176	6	G1	77643	                  Mycobacterium tuberculosis complex
  0.03	3167	3167	S	78331	                    Mycobacterium canettii
