 11.45	2082848	2082848	U	0	unclassified
 88.55	16103357	87361	R	1	root
 86.21	15677992	14864	R1	131567	  cellular organisms
 84.08	15291252	0	D	2759	    Eukaryota
 84.08	15291252	0	D1	33154	      Opisthokonta
 84.08	15291252	0	K	33208	        Metazoa
 84.08	15291252	0	K1	6072	          Eumetazoa
 84.08	15291252	0	K2	33213	            Bilateria
 84.08	15291252	0	K3	33511	              Deuterostomia
 84.08	15291252	0	P	7711	                Chordata
 84.08	15291252	0	P1	89593	                  Craniata
 84.08	15291252	0	P2	7742	                    Vertebrata
 84.08	15291252	0	P3	7776	                      Gnathostomata
 84.08	15291252	0	P4	117570	                        Teleostomi
 84.08	15291252	0	P5	117571	                          Euteleostomi
 84.08	15291252	0	P6	8287	                            Sarcopterygii
 84.08	15291252	0	P7	1338369	                              Dipnotetrapodomorpha
 84.08	15291252	0	P8	32523	                                Tetrapoda
 84.08	15291252	0	P9	32524	                                  Amniota
 84.08	15291252	0	C	40674	                                    Mammalia
 84.08	15291252	0	C1	32525	                                      Theria
 84.08	15291252	0	C2	9347	                                        Eutheria
 84.08	15291252	0	C3	1437010	                                          Boreoeutheria
 84.08	15291252	0	C4	314146	                                            Euarchontoglires
 84.08	15291252	0	O	9443	                                              Primates
 84.08	15291252	0	O1	376913	                                                Haplorrhini
 84.08	15291252	0	O2	314293	                                                  Simiiformes
 84.08	15291252	0	O3	9526	                                                    Catarrhini
 84.08	15291252	0	O4	314295	                                                      Hominoidea
 84.08	15291252	0	F	9604	                                                        Hominidae
 84.08	15291252	0	F1	207598	                                                          Homininae
 84.08	15291252	0	G	9605	                                                            Homo
 84.08	15291252	15291252	S	9606	                                                              Homo sapiens
  2.04	371452	18543	D	2	    Bacteria
  1.04	190012	1254	D1	1783272	      Terrabacteria group
  0.83	151446	11	P	201174	        Actinobacteria
  0.83	150994	376	C	1760	          Actinomycetia
  0.77	139932	52	O	85007	            Corynebacteriales
  0.76	138420	38	F	1762	              Mycobacteriaceae
  0.76	137857	18	G	1763	                Mycobacterium
  0.76	137542	0	G1	77643	                  Mycobacterium tuberculosis complex
  0.76	137541	137541	S	78331	                    Mycobacterium canettii
  0.01	1166	0	F	1653	              Corynebacteriaceae
  0.01	1166	150	G	1716	                Corynebacterium
  0.03	4949	11	O	85009	            Propionibacteriales
  0.02	4541	68	F	31957	              Propionibacteriaceae
  0.02	4235	399	G	1912216	                Cutibacterium
  0.02	3570	3479	S	1747	                  Cutibacterium acnes
  0.01	2289	0	O	85011	            Streptomycetales
  0.01	2289	3	F	2062	              Streptomycetaceae
  0.01	2181	287	G	1883	                Streptomyces
  0.01	911	66	G1	2593676	                  unclassified Streptomyces
  0.01	1643	33	O	85006	            Micrococcales
  0.19	35289	477	P	1239	        Firmicutes
  0.11	20538	76	C	186801	          Clostridia
  0.11	20308	2991	O	186802	            Eubacteriales
  0.05	8566	1837	F	186803	              Lachnospiraceae
  0.02	2740	771	G	572511	                Blautia
  0.03	4802	462	F	216572	              Oscillospiraceae
  0.01	1654	1245	G	216851	                Faecalibacterium
  0.01	2269	37	F	31979	              Clostridiaceae
  0.01	1219	69	G	1485	                Clostridium
  0.01	965	0	G	1649459	                Hungatella
  0.01	965	884	S	154046	                  Hungatella hathewayi
  0.06	11521	51	C	91061	          Bacilli
  0.06	10460	79	O	1385	            Bacillales
  0.03	5175	0	F	90964	              Staphylococcaceae
  0.03	5059	59	G	1279	                Staphylococcus
  0.02	4370	4370	S	29382	                  Staphylococcus cohnii
  0.02	3936	151	F	186817	              Bacillaceae
  0.02	3004	7	G	2800373	                Priestia
  0.02	2979	2977	S	1404	                  Priestia megaterium
  0.01	1010	18	O	186826	            Lactobacillales
  0.01	1862	0	C	526524	          Erysipelotrichia
  0.01	1862	3	O	526525	            Erysipelotrichales
  0.01	1499	0	F	2810281	              Turicibacteraceae
  0.01	1499	798	G	191303	                Turicibacter
  0.01	1348	198	P	544448	        Tenericutes
  0.01	985	0	C	31969	          Mollicutes
  0.68	123433	0	D1	1783270	      FCB group
  0.68	123417	10	D2	68336	        Bacteroidetes/Chlorobi group
  0.68	123363	1068	P	976	          Bacteroidota
  0.65	118705	48	C	200643	            Bacteroidia
  0.65	118639	9671	O	171549	              Bacteroidales
  0.48	87857	3420	F	815	                Bacteroidaceae
  0.41	74097	36824	G	816	                  Bacteroides
  0.08	14649	14615	S	820	                    Bacteroides uniformis
  0.02	4447	4443	S	818	                    Bacteroides thetaiotaomicron
  0.02	4075	4075	S	246787	                    Bacteroides cellulosilyticus
  0.02	3267	2893	S	46506	                    Bacteroides stercoris
  0.02	2937	2913	S	28116	                    Bacteroides ovatus
  0.01	1717	1702	S	47678	                    Bacteroides caccae
  0.01	1338	1321	S	817	                    Bacteroides fragilis
  0.06	10340	2603	G	909656	                  Phocaeicola
  0.04	6663	6581	S	821	                    Phocaeicola vulgatus
  0.06	11673	4	F	2005525	                Tannerellaceae
  0.06	11661	3937	G	375288	                  Parabacteroides
  0.02	4292	4079	S	823	                    Parabacteroides distasonis
