 25.39	2941978	2941978	U	0	unclassified
 74.61	8646841	5906	R	1	root
 74.29	8609568	20976	R1	131567	  cellular organisms
 73.64	8533721	0	D	2759	    Eukaryota
 73.64	8533721	0	D1	33154	      Opisthokonta
 73.64	8533721	0	K	33208	        Metazoa
 73.64	8533721	0	K1	6072	          Eumetazoa
 73.64	8533721	0	K2	33213	            Bilateria
 73.64	8533721	0	K3	33511	              Deuterostomia
 73.64	8533721	0	P	7711	                Chordata
 73.64	8533721	0	P1	89593	                  Craniata
 73.64	8533721	0	P2	7742	                    Vertebrata
 73.64	8533721	0	P3	7776	                      Gnathostomata
 73.64	8533721	0	P4	117570	                        Teleostomi
 73.64	8533721	0	P5	117571	                          Euteleostomi
 73.64	8533721	0	P6	8287	                            Sarcopterygii
 73.64	8533721	0	P7	1338369	                              Dipnotetrapodomorpha
 73.64	8533721	0	P8	32523	                                Tetrapoda
 73.64	8533721	0	P9	32524	                                  Amniota
 73.64	8533721	0	C	40674	                                    Mammalia
 73.64	8533721	0	C1	32525	                                      Theria
 73.64	8533721	0	C2	9347	                                        Eutheria
 73.64	8533721	0	C3	1437010	                                          Boreoeutheria
 73.64	8533721	0	C4	314146	                                            Euarchontoglires
 73.64	8533721	0	O	9443	                                              Primates
 73.64	8533721	0	O1	376913	                                                Haplorrhini
 73.64	8533721	0	O2	314293	                                                  Simiiformes
 73.64	8533721	0	O3	9526	                                                    Catarrhini
 73.64	8533721	0	O4	314295	                                                      Hominoidea
 73.64	8533721	0	F	9604	                                                        Hominidae
 73.64	8533721	0	F1	207598	                                                          Homininae
 73.64	8533721	0	G	9605	                                                            Homo
 73.64	8533721	8533721	S	9606	                                                              Homo sapiens
  0.47	54113	1612	D	2	    Bacteria
  0.24	27758	96	D1	1783272	      Terrabacteria group
  0.13	14605	16	P	201174	        Actinobacteria
  0.12	14287	344	C	1760	          Actinomycetia
  0.04	4610	0	O	85011	            Streptomycetales
  0.04	4610	14	F	2062	              Streptomycetaceae
  0.04	4398	484	G	1883	                Streptomyces
  0.01	1646	139	G1	2593676	                  unclassified Streptomyces
  0.03	3156	20	O	85006	            Micrococcales
  0.02	1784	23	F	1268	              Micrococcaceae
  0.01	912	4	G	1742993	                Pseudarthrobacter
  0.01	891	2	G1	2647000	                  unclassified Pseudarthrobacter
  0.01	867	867	S	2590785	                    Pseudarthrobacter sp. NIBRBAC000502770
  0.01	822	15	F	85023	              Microbacteriaceae
  0.02	2805	60	O	85007	            Corynebacteriales
  0.02	1849	32	F	1762	              Mycobacteriaceae
  0.01	1546	21	G	1763	                Mycobacterium
  0.01	1255	1	G1	77643	                  Mycobacterium tuberculosis complex
  0.01	1253	1252	S	78331	                    Mycobacterium canettii
  0.01	978	5	O	85009	            Propionibacteriales
  0.01	789	0	O	85008	            Micromonosporales
  0.01	789	8	F	28056	              Micromonosporaceae
  0.01	631	0	O	85010	            Pseudonocardiales
  0.01	631	7	F	2070	              Pseudonocardiaceae
  0.10	11665	25	P	1239	        Firmicutes
  0.09	10277	10	C	91061	          Bacilli
  0.08	9533	17	O	1385	            Bacillales
  0.07	8197	14	F	186817	              Bacillaceae
  0.06	7150	9	G	2800373	                Priestia
  0.06	7117	7117	S	1404	                  Priestia megaterium
  0.01	649	5	F	90964	              Staphylococcaceae
  0.01	734	57	O	186826	            Lactobacillales
  0.01	1172	0	C	186801	          Clostridia
  0.01	1054	12	O	186802	            Eubacteriales
  0.01	775	0	D2	1798711	        Cyanobacteria/Melainabacteria group
  0.01	775	32	P	1117	          Cyanobacteria
  0.18	20845	332	P	1224	      Proteobacteria
  0.09	10001	94	C	1236	        Gammaproteobacteria
  0.03	4023	0	O	72274	          Pseudomonadales
  0.03	4007	45	F	135621	            Pseudomonadaceae
  0.03	3660	631	G	286	              Pseudomonas
  0.02	2174	3	G1	136843	                Pseudomonas fluorescens group
  0.02	2061	2061	S	47878	                  Pseudomonas azotoformans
  0.01	1487	31	O	91347	          Enterobacterales
  0.01	786	53	F	543	            Enterobacteriaceae
  0.01	1433	3	O	135614	          Xanthomonadales
  0.01	1364	5	F	32033	            Xanthomonadaceae
  0.01	880	0	G	2709666	              Pseudolysobacter
  0.01	880	880	S	2511995	                Pseudolysobacter antarcticus
  0.01	663	0	O	2887326	          Moraxellales
  0.01	663	7	F	468	            Moraxellaceae
  0.04	4345	127	C	28211	        Alphaproteobacteria
  0.02	1862	23	O	356	          Hyphomicrobiales
  0.01	972	11	O	204455	          Rhodobacterales
  0.01	668	2	F	31989	            Rhodobacteraceae
  0.01	713	26	O	204457	          Sphingomonadales
  0.04	4075	17	C	28216	        Betaproteobacteria
  0.03	3653	79	O	80840	          Burkholderiales
  0.02	1961	29	F	80864	            Comamonadaceae
  0.01	670	7	G	12916	              Acidovorax
  0.01	824	28	F	119060	            Burkholderiaceae
  0.02	1969	0	P1	68525	        delta/epsilon subdivisions
  0.01	1201	0	C	29547	          Epsilonproteobacteria
  0.01	1179	2	O	213849	            Campylobacterales
  0.01	942	4	F	2808963	              Arcobacteraceae
  0.01	841	822	G	2321114	                Malaciobacter
  0.01	768	2	C	28221	          Deltaproteobacteria
  0.02	2867	0	D1	1783270	      FCB group
  0.02	2830	1	D2	68336	        Bacteroidetes/Chlorobi group
  0.02	2818	21	P	976	          Bacteroidota
  0.01	1241	0	C	117743	            Flavobacteriia
  0.01	1241	4	O	200644	              Flavobacteriales
  0.01	888	17	F	49546	                Flavobacteriaceae
  0.01	758	0	D	2157	    Archaea
  0.01	599	0	P	28890	      Euryarchaeota
  0.25	28591	0	R1	2787854	  other entries
  0.25	28591	28591	R2	28384	    other sequences
  0.02	2776	0	D	10239	  Viruses
  0.02	2392	0	D1	2559587	    Riboviria
  0.01	1535	0	K	2732396	      Orthornavirae
  0.01	1337	0	P	2497569	        Negarnaviricota
  0.01	1333	0	P1	2497570	          Haploviricotina
  0.01	1333	0	C	2497574	            Monjiviricetes
  0.01	1333	0	O	11157	              Mononegavirales
  0.01	1327	0	F	11266	                Filoviridae
  0.01	1327	0	G	186536	                  Ebolavirus
  0.01	1327	1327	S	2010960	                    Bombali ebolavirus
  0.01	854	0	K	2732397	      Pararnavirae
  0.01	854	0	P	2732409	        Artverviricota
  0.01	854	0	C	2732514	          Revtraviricetes
  0.01	854	0	O	2169561	            Ortervirales
  0.01	854	0	F	11632	              Retroviridae
  0.01	854	0	F1	327045	                Orthoretrovirinae
  0.01	843	6	G	153135	                  Gammaretrovirus
  0.01	803	8	G1	353769	                    unclassified Gammaretrovirus
  0.01	770	0	S	196403	                      Baboon endogenous virus
  0.01	770	770	S1	11764	                        Baboon endogenous virus strain M7
